unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,0.0,20,12,9,2,141,3,5,53,124,624,5,5,1141,16,1167,2160,September,2023
CMP,0.0,12,6,11,0,33,4,1,15,37,143,2,0,199,4,205,467,September,2023
KMP,0.0,0,1,0,0,39,1,0,1,8,34,4,0,92,0,96,180,September,2023
RMP,0.0,3,2,0,0,12,1,0,6,14,45,2,2,77,0,81,164,September,2023
BMP,0.0,1,0,3,0,15,0,1,7,7,41,0,1,94,0,95,170,September,2023
SMP,2.0,1,2,12,0,17,1,4,3,17,58,0,0,41,15,56,173,September,2023
RPMP,0.0,0,1,0,0,10,0,0,0,9,37,0,0,42,1,43,100,September,2023
GMP,0.0,3,11,0,0,27,5,3,3,9,72,1,0,103,1,105,238,September,2023
Dhaka Range,12.0,19,54,26,0,275,8,8,39,112,975,7,8,1016,8,1039,2567,September,2023
Mymensingh Range,0.0,3,15,2,0,189,4,1,8,38,497,1,19,260,46,326,1083,September,2023
Chittagong Range,3.0,15,52,6,0,185,9,7,30,107,845,49,2,1007,40,1098,2357,September,2023
Sylhet Range,1.0,5,14,3,0,62,0,4,6,42,290,1,0,139,96,236,663,September,2023
Khulna Range,1.0,4,15,6,0,154,3,5,13,86,561,11,4,806,16,837,1685,September,2023
Barishal Range,1.0,3,12,5,0,130,1,1,15,23,338,4,2,196,2,204,733,September,2023
Rajshahi Range,1.0,12,23,14,0,214,6,2,12,93,683,42,3,1035,53,1133,2193,September,2023
Rangpur Range,0.0,3,16,2,0,194,4,5,19,81,723,3,0,453,9,465,1512,September,2023
Railway Range,0.0,2,2,0,0,2,0,1,0,23,4,0,0,20,0,20,54,September,2023
Total,21.0,106,238,99,2,1699,50,48,230,830,5970,132,46,6721,307,7206,16499,September,2023
